Gene	g+t+	g+t-	g-t+	g-t-	sensitivity	specificity	odds_ratio	pval	qval	pval_empirical	contrasting	supporting	opposing	best	worst
OG0003730	0	10	16	13	0.0	56.52173913043478	0.0	0.002226038928325998	0.7190105738492975	0.6213786213786214	2	0	2	0.5	0.5
OG0002278	6	21	10	2	37.5	8.695652173913043	0.05714285714285714	0.0008899427947768664	0.28745152271292784	0.6263736263736264	4	1	3	0.625	0.625
OG0003510	9	2	7	21	56.25	91.30434782608695	13.5	0.0026460630692370607	0.8546783713635706	0.6623376623376623	3	2	1	1.0	1.0
OG0004243	7	0	9	23	43.75	100.0	inf	0.0007437778335611065	0.24024024024023738	0.6813186813186813	2	2	0	0.5	0.5
OG0003211	10	3	6	20	62.5	86.95652173913044	11.11111111111111	0.0020281821130372735	0.6551028225110394	0.6893106893106893	5	3	2	1.0	1.0
OG0003399	10	2	6	21	62.5	91.30434782608695	17.5	0.0008899427947768664	0.28745152271292784	0.6893106893106893	3	2	1	1.0	1.0
OG0003184	10	2	6	21	62.5	91.30434782608695	17.5	0.0008899427947768664	0.28745152271292784	0.6893106893106893	3	2	1	1.0	1.0
OG0003117	10	3	6	20	62.5	86.95652173913044	11.11111111111111	0.0020281821130372735	0.6551028225110394	0.6893106893106893	5	3	2	1.0	1.0
OG0003398	10	2	6	21	62.5	91.30434782608695	17.5	0.0008899427947768664	0.28745152271292784	0.6893106893106893	3	2	1	1.0	1.0
OG0001923	16	11	0	12	100.0	52.17391304347826	inf	0.0003718837459112985	0.1201184499293494	0.6903096903096904	2	2	0	0.5	0.5
OG0003390	10	2	6	21	62.5	91.30434782608695	17.5	0.0008899427947768664	0.28745152271292784	0.7252747252747253	4	3	1	0.625	0.625
OG0003744	0	10	16	13	0.0	56.52173913043478	0.0	0.002226038928325998	0.7190105738492975	0.7602397602397603	3	0	3	0.25	0.25
OG0002982	11	3	5	20	68.75	86.95652173913044	14.666666666666666	0.0005983874420424137	0.19327914377969962	0.7792207792207793	5	3	2	1.0	1.0
OG0002091	16	10	0	13	100.0	56.52173913043478	inf	0.0002821312446386025	0.0911283920182686	0.7882117882117882	3	3	0	0.25	0.25
OG0003219	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7912087912087912	3	1	3	0.25	1.0
OG0003232	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7922077922077922	4	1	3	0.625	0.625
OG0003227	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7922077922077922	4	1	3	0.625	0.625
OG0003226	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7922077922077922	4	1	3	0.625	0.625
OG0003225	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7922077922077922	4	1	3	0.625	0.625
OG0003233	1	13	15	10	6.25	43.47826086956522	0.05128205128205128	0.0018118880993695497	0.5852398560963645	0.7922077922077922	4	1	3	0.625	0.625
OG0002434	15	9	1	14	93.75	60.86956521739131	23.333333333333332	0.0006735268016292429	0.21754915692624546	0.7992007992007992	3	2	1	1.0	1.0
OG0002759	13	6	3	17	81.25	73.91304347826086	12.277777777777779	0.0010645539010388696	0.3438509100355549	0.8421578421578422	2	2	1	0.5	1.0
OG0002376	12	5	4	18	75.0	78.26086956521739	10.8	0.002533807873073738	0.8184199430028174	0.8501498501498501	4	2	2	1.0	1.0
OG0002151	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.8501498501498501	2	2	0	0.5	0.5
OG0002665	13	7	3	16	81.25	69.56521739130434	9.904761904761905	0.0030564491076171176	0.987233061760329	0.9010989010989011	3	2	1	1.0	1.0
OG0002394	5	20	11	3	31.25	13.043478260869565	0.06818181818181818	0.0005983874420424137	0.19327914377969962	0.9150849150849151	4	1	3	0.625	0.625
OG0003418	10	2	6	21	62.5	91.30434782608695	17.5	0.0008899427947768664	0.28745152271292784	0.9340659340659341	3	2	1	1.0	1.0
OG0002341	12	5	4	18	75.0	78.26086956521739	10.8	0.002533807873073738	0.8184199430028174	0.998001998001998	2	2	2	0.5	0.5
