gene_id	symbol	entrezgene	chromosome_name	heatmap.id
LMB2-1.2_000845	NA	NA	NA	LMB2-1.2_000845
LMB2-1.2_000846	NA	NA	NA	LMB2-1.2_000846
LMB2-1.2_000847	NA	NA	NA	LMB2-1.2_000847
LMB2-1.2_000848	NA	NA	NA	LMB2-1.2_000848
LMB2-1.2_000849	NA	NA	NA	LMB2-1.2_000849
LMB2-1.2_000850	NA	NA	NA	LMB2-1.2_000850
LMB2-1.2_000851	NA	NA	NA	LMB2-1.2_000851
LMB2-1.2_000852	NA	NA	NA	LMB2-1.2_000852
LMB2-1.2_000853	NA	NA	NA	LMB2-1.2_000853
LMB2-1.2_000854	NA	NA	NA	LMB2-1.2_000854
LMB2-1.2_000855	NA	NA	NA	LMB2-1.2_000855
LMB2-1.2_000856	NA	NA	NA	LMB2-1.2_000856
LMB2-1.2_000857	NA	NA	NA	LMB2-1.2_000857
LMB2-1.2_000858	NA	NA	NA	LMB2-1.2_000858
LMB2-1.2_000859	NA	NA	NA	LMB2-1.2_000859
LMB2-1.2_000860	NA	NA	NA	LMB2-1.2_000860
LMB2-1.2_000861	NA	NA	NA	LMB2-1.2_000861
LMB2-1.2_000862	NA	NA	NA	LMB2-1.2_000862
LMB2-1.2_000863	NA	NA	NA	LMB2-1.2_000863
LMB2-1.2_000864	NA	NA	NA	LMB2-1.2_000864
LMB2-1.2_000865	NA	NA	NA	LMB2-1.2_000865
LMB2-1.2_000866	NA	NA	NA	LMB2-1.2_000866
LMB2-1.2_000867	NA	NA	NA	LMB2-1.2_000867
LMB2-1.2_000868	NA	NA	NA	LMB2-1.2_000868
LMB2-1.2_000869	NA	NA	NA	LMB2-1.2_000869
LMB2-1.2_000870	NA	NA	NA	LMB2-1.2_000870
LMB2-1.2_000871	NA	NA	NA	LMB2-1.2_000871
LMB2-1.2_000872	NA	NA	NA	LMB2-1.2_000872
LMB2-1.2_000873	NA	NA	NA	LMB2-1.2_000873
LMB2-1.2_000874	NA	NA	NA	LMB2-1.2_000874
LMB2-1.2_000875	NA	NA	NA	LMB2-1.2_000875
LMB2-1.2_000876	NA	NA	NA	LMB2-1.2_000876
LMB2-1.2_000877	NA	NA	NA	LMB2-1.2_000877
LMB2-1.2_000878	NA	NA	NA	LMB2-1.2_000878
LMB2-1.2_000879	NA	NA	NA	LMB2-1.2_000879
LMB2-1.2_000880	NA	NA	NA	LMB2-1.2_000880
LMB2-1.2_000881	NA	NA	NA	LMB2-1.2_000881
LMB2-1.2_000882	NA	NA	NA	LMB2-1.2_000882
LMB2-1.2_000883	NA	NA	NA	LMB2-1.2_000883
LMB2-1.2_000884	NA	NA	NA	LMB2-1.2_000884
LMB2-1.2_000885	NA	NA	NA	LMB2-1.2_000885
LMB2-1.2_000886	NA	NA	NA	LMB2-1.2_000886
LMB2-1.2_000887	NA	NA	NA	LMB2-1.2_000887
LMB2-1.2_000888	NA	NA	NA	LMB2-1.2_000888
LMB2-1.2_000889	NA	NA	NA	LMB2-1.2_000889
LMB2-1.2_000890	NA	NA	NA	LMB2-1.2_000890
LMB2-1.2_000891	NA	NA	NA	LMB2-1.2_000891
LMB2-1.2_000892	NA	NA	NA	LMB2-1.2_000892
LMB2-1.2_000893	NA	NA	NA	LMB2-1.2_000893
LMB2-1.2_000894	NA	NA	NA	LMB2-1.2_000894
LMB2-1.2_000895	NA	NA	NA	LMB2-1.2_000895
LMB2-1.2_000896	NA	NA	NA	LMB2-1.2_000896
LMB2-1.2_000897	NA	NA	NA	LMB2-1.2_000897
LMB2-1.2_000898	NA	NA	NA	LMB2-1.2_000898
LMB2-1.2_000899	NA	NA	NA	LMB2-1.2_000899
LMB2-1.2_000900	NA	NA	NA	LMB2-1.2_000900
LMB2-1.2_000901	NA	NA	NA	LMB2-1.2_000901
LMB2-1.2_000902	NA	NA	NA	LMB2-1.2_000902
LMB2-1.2_000903	NA	NA	NA	LMB2-1.2_000903
LMB2-1.2_000904	NA	NA	NA	LMB2-1.2_000904
LMB2-1.2_000905	NA	NA	NA	LMB2-1.2_000905
LMB2-1.2_000906	NA	NA	NA	LMB2-1.2_000906
LMB2-1.2_000907	NA	NA	NA	LMB2-1.2_000907
LMB2-1.2_000908	NA	NA	NA	LMB2-1.2_000908
LMB2-1.2_000909	NA	NA	NA	LMB2-1.2_000909
LMB2-1.2_000910	NA	NA	NA	LMB2-1.2_000910
LMB2-1.2_000911	NA	NA	NA	LMB2-1.2_000911
LMB2-1.2_000912	NA	NA	NA	LMB2-1.2_000912
LMB2-1.2_000913	NA	NA	NA	LMB2-1.2_000913
LMB2-1.2_000914	NA	NA	NA	LMB2-1.2_000914
LMB2-1.2_000915	NA	NA	NA	LMB2-1.2_000915
LMB2-1.2_000916	NA	NA	NA	LMB2-1.2_000916
LMB2-1.2_000917	NA	NA	NA	LMB2-1.2_000917
LMB2-1.2_000918	NA	NA	NA	LMB2-1.2_000918
LMB2-1.2_000919	NA	NA	NA	LMB2-1.2_000919
LMB2-1.2_000920	NA	NA	NA	LMB2-1.2_000920
LMB2-1.2_000921	NA	NA	NA	LMB2-1.2_000921
LMB2-1.2_000922	NA	NA	NA	LMB2-1.2_000922
LMB2-1.2_000923	NA	NA	NA	LMB2-1.2_000923
LMB2-1.2_000924	NA	NA	NA	LMB2-1.2_000924
LMB2-1.2_000925	NA	NA	NA	LMB2-1.2_000925
LMB2-1.2_000926	NA	NA	NA	LMB2-1.2_000926
LMB2-1.2_000927	NA	NA	NA	LMB2-1.2_000927
LMB2-1.2_000928	NA	NA	NA	LMB2-1.2_000928
LMB2-1.2_000929	NA	NA	NA	LMB2-1.2_000929
LMB2-1.2_000930	NA	NA	NA	LMB2-1.2_000930
LMB2-1.2_000931	NA	NA	NA	LMB2-1.2_000931
LMB2-1.2_000932	NA	NA	NA	LMB2-1.2_000932
LMB2-1.2_000933	NA	NA	NA	LMB2-1.2_000933
LMB2-1.2_000934	NA	NA	NA	LMB2-1.2_000934
LMB2-1.2_000935	NA	NA	NA	LMB2-1.2_000935
LMB2-1.2_000936	NA	NA	NA	LMB2-1.2_000936
LMB2-1.2_000937	NA	NA	NA	LMB2-1.2_000937
LMB2-1.2_000938	NA	NA	NA	LMB2-1.2_000938
LMB2-1.2_000939	NA	NA	NA	LMB2-1.2_000939
LMB2-1.2_000940	NA	NA	NA	LMB2-1.2_000940
LMB2-1.2_000941	NA	NA	NA	LMB2-1.2_000941
LMB2-1.2_000942	NA	NA	NA	LMB2-1.2_000942
LMB2-1.2_000943	NA	NA	NA	LMB2-1.2_000943
LMB2-1.2_000944	NA	NA	NA	LMB2-1.2_000944
LMB2-1.2_000945	NA	NA	NA	LMB2-1.2_000945
LMB2-1.2_000946	NA	NA	NA	LMB2-1.2_000946
LMB2-1.2_000947	NA	NA	NA	LMB2-1.2_000947
LMB2-1.2_000948	NA	NA	NA	LMB2-1.2_000948
LMB2-1.2_000949	NA	NA	NA	LMB2-1.2_000949
LMB2-1.2_000950	NA	NA	NA	LMB2-1.2_000950
LMB2-1.2_000951	NA	NA	NA	LMB2-1.2_000951
LMB2-1.2_000952	NA	NA	NA	LMB2-1.2_000952
LMB2-1.2_000953	NA	NA	NA	LMB2-1.2_000953
LMB2-1.2_000954	NA	NA	NA	LMB2-1.2_000954
LMB2-1.2_000955	NA	NA	NA	LMB2-1.2_000955
LMB2-1.2_000956	NA	NA	NA	LMB2-1.2_000956
LMB2-1.2_000957	NA	NA	NA	LMB2-1.2_000957
LMB2-1.2_000958	NA	NA	NA	LMB2-1.2_000958
LMB2-1.2_000959	NA	NA	NA	LMB2-1.2_000959
LMB2-1.2_000960	NA	NA	NA	LMB2-1.2_000960
LMB2-1.2_000961	NA	NA	NA	LMB2-1.2_000961
LMB2-1.2_000962	NA	NA	NA	LMB2-1.2_000962
LMB2-1.2_000963	NA	NA	NA	LMB2-1.2_000963
LMB2-1.2_000964	NA	NA	NA	LMB2-1.2_000964
LMB2-1.2_000965	NA	NA	NA	LMB2-1.2_000965
LMB2-1.2_000966	NA	NA	NA	LMB2-1.2_000966
LMB2-1.2_000967	NA	NA	NA	LMB2-1.2_000967
LMB2-1.2_000968	NA	NA	NA	LMB2-1.2_000968
LMB2-1.2_000969	NA	NA	NA	LMB2-1.2_000969
LMB2-1.2_000970	NA	NA	NA	LMB2-1.2_000970
LMB2-1.2_000971	NA	NA	NA	LMB2-1.2_000971
LMB2-1.2_000972	NA	NA	NA	LMB2-1.2_000972
LMB2-1.2_000973	NA	NA	NA	LMB2-1.2_000973
LMB2-1.2_000974	NA	NA	NA	LMB2-1.2_000974
LMB2-1.2_000975	NA	NA	NA	LMB2-1.2_000975
LMB2-1.2_000976	NA	NA	NA	LMB2-1.2_000976
LMB2-1.2_000977	NA	NA	NA	LMB2-1.2_000977
LMB2-1.2_000978	NA	NA	NA	LMB2-1.2_000978
LMB2-1.2_000979	NA	NA	NA	LMB2-1.2_000979
LMB2-1.2_000980	NA	NA	NA	LMB2-1.2_000980
LMB2-1.2_000981	NA	NA	NA	LMB2-1.2_000981
LMB2-1.2_000982	NA	NA	NA	LMB2-1.2_000982
LMB2-1.2_000983	NA	NA	NA	LMB2-1.2_000983
LMB2-1.2_000984	NA	NA	NA	LMB2-1.2_000984
LMB2-1.2_000985	NA	NA	NA	LMB2-1.2_000985
LMB2-1.2_000986	NA	NA	NA	LMB2-1.2_000986
LMB2-1.2_000987	NA	NA	NA	LMB2-1.2_000987
LMB2-1.2_000988	NA	NA	NA	LMB2-1.2_000988
LMB2-1.2_000989	NA	NA	NA	LMB2-1.2_000989
LMB2-1.2_000990	NA	NA	NA	LMB2-1.2_000990
LMB2-1.2_000991	NA	NA	NA	LMB2-1.2_000991
LMB2-1.2_000992	NA	NA	NA	LMB2-1.2_000992
LMB2-1.2_000993	NA	NA	NA	LMB2-1.2_000993
LMB2-1.2_000994	NA	NA	NA	LMB2-1.2_000994
LMB2-1.2_000995	NA	NA	NA	LMB2-1.2_000995
LMB2-1.2_000996	NA	NA	NA	LMB2-1.2_000996
LMB2-1.2_000997	NA	NA	NA	LMB2-1.2_000997
LMB2-1.2_000998	NA	NA	NA	LMB2-1.2_000998
LMB2-1.2_000999	NA	NA	NA	LMB2-1.2_000999
LMB2-1.2_001000	NA	NA	NA	LMB2-1.2_001000
LMB2-1.2_001001	NA	NA	NA	LMB2-1.2_001001
LMB2-1.2_001002	NA	NA	NA	LMB2-1.2_001002
LMB2-1.2_001003	NA	NA	NA	LMB2-1.2_001003
LMB2-1.2_001004	NA	NA	NA	LMB2-1.2_001004
LMB2-1.2_001005	NA	NA	NA	LMB2-1.2_001005
LMB2-1.2_001006	NA	NA	NA	LMB2-1.2_001006
LMB2-1.2_001007	NA	NA	NA	LMB2-1.2_001007
LMB2-1.2_001008	NA	NA	NA	LMB2-1.2_001008
LMB2-1.2_001009	NA	NA	NA	LMB2-1.2_001009
LMB2-1.2_001010	NA	NA	NA	LMB2-1.2_001010
LMB2-1.2_001011	NA	NA	NA	LMB2-1.2_001011
LMB2-1.2_001012	NA	NA	NA	LMB2-1.2_001012
LMB2-1.2_001013	NA	NA	NA	LMB2-1.2_001013
LMB2-1.2_001014	NA	NA	NA	LMB2-1.2_001014
LMB2-1.2_001015	NA	NA	NA	LMB2-1.2_001015
LMB2-1.2_001016	NA	NA	NA	LMB2-1.2_001016
LMB2-1.2_001017	NA	NA	NA	LMB2-1.2_001017
LMB2-1.2_001018	NA	NA	NA	LMB2-1.2_001018
LMB2-1.2_001019	NA	NA	NA	LMB2-1.2_001019
LMB2-1.2_001020	NA	NA	NA	LMB2-1.2_001020
LMB2-1.2_001021	NA	NA	NA	LMB2-1.2_001021
LMB2-1.2_001022	NA	NA	NA	LMB2-1.2_001022
LMB2-1.2_001023	NA	NA	NA	LMB2-1.2_001023
LMB2-1.2_001024	NA	NA	NA	LMB2-1.2_001024
LMB2-1.2_001025	NA	NA	NA	LMB2-1.2_001025
LMB2-1.2_001026	NA	NA	NA	LMB2-1.2_001026
LMB2-1.2_001027	NA	NA	NA	LMB2-1.2_001027
LMB2-1.2_001028	NA	NA	NA	LMB2-1.2_001028
LMB2-1.2_001029	NA	NA	NA	LMB2-1.2_001029
LMB2-1.2_001030	NA	NA	NA	LMB2-1.2_001030
LMB2-1.2_001031	NA	NA	NA	LMB2-1.2_001031
LMB2-1.2_001032	NA	NA	NA	LMB2-1.2_001032
LMB2-1.2_001033	NA	NA	NA	LMB2-1.2_001033
LMB2-1.2_001034	NA	NA	NA	LMB2-1.2_001034
LMB2-1.2_001035	NA	NA	NA	LMB2-1.2_001035
LMB2-1.2_001036	NA	NA	NA	LMB2-1.2_001036
LMB2-1.2_001037	NA	NA	NA	LMB2-1.2_001037
LMB2-1.2_001038	NA	NA	NA	LMB2-1.2_001038
LMB2-1.2_001039	NA	NA	NA	LMB2-1.2_001039
LMB2-1.2_001040	NA	NA	NA	LMB2-1.2_001040
LMB2-1.2_001041	NA	NA	NA	LMB2-1.2_001041
LMB2-1.2_001042	NA	NA	NA	LMB2-1.2_001042
LMB2-1.2_001043	NA	NA	NA	LMB2-1.2_001043
LMB2-1.2_001044	NA	NA	NA	LMB2-1.2_001044
LMB2-1.2_001045	NA	NA	NA	LMB2-1.2_001045
LMB2-1.2_001046	NA	NA	NA	LMB2-1.2_001046
LMB2-1.2_001047	NA	NA	NA	LMB2-1.2_001047
LMB2-1.2_001048	NA	NA	NA	LMB2-1.2_001048
LMB2-1.2_001049	NA	NA	NA	LMB2-1.2_001049
LMB2-1.2_001050	NA	NA	NA	LMB2-1.2_001050
LMB2-1.2_001051	NA	NA	NA	LMB2-1.2_001051
LMB2-1.2_001052	NA	NA	NA	LMB2-1.2_001052
LMB2-1.2_001053	NA	NA	NA	LMB2-1.2_001053
LMB2-1.2_001054	NA	NA	NA	LMB2-1.2_001054
LMB2-1.2_001055	NA	NA	NA	LMB2-1.2_001055
LMB2-1.2_001056	NA	NA	NA	LMB2-1.2_001056
LMB2-1.2_001057	NA	NA	NA	LMB2-1.2_001057
LMB2-1.2_001058	NA	NA	NA	LMB2-1.2_001058
LMB2-1.2_001059	NA	NA	NA	LMB2-1.2_001059
LMB2-1.2_001060	NA	NA	NA	LMB2-1.2_001060
LMB2-1.2_001061	NA	NA	NA	LMB2-1.2_001061
LMB2-1.2_001062	NA	NA	NA	LMB2-1.2_001062
LMB2-1.2_001063	NA	NA	NA	LMB2-1.2_001063
LMB2-1.2_001064	NA	NA	NA	LMB2-1.2_001064
LMB2-1.2_001065	NA	NA	NA	LMB2-1.2_001065
LMB2-1.2_001066	NA	NA	NA	LMB2-1.2_001066
LMB2-1.2_001067	NA	NA	NA	LMB2-1.2_001067
LMB2-1.2_001068	NA	NA	NA	LMB2-1.2_001068
LMB2-1.2_001069	NA	NA	NA	LMB2-1.2_001069
LMB2-1.2_001070	NA	NA	NA	LMB2-1.2_001070
LMB2-1.2_001071	NA	NA	NA	LMB2-1.2_001071
LMB2-1.2_001072	NA	NA	NA	LMB2-1.2_001072
LMB2-1.2_001073	NA	NA	NA	LMB2-1.2_001073
LMB2-1.2_001074	NA	NA	NA	LMB2-1.2_001074
LMB2-1.2_001075	NA	NA	NA	LMB2-1.2_001075
LMB2-1.2_001076	NA	NA	NA	LMB2-1.2_001076
LMB2-1.2_001077	NA	NA	NA	LMB2-1.2_001077
LMB2-1.2_001078	NA	NA	NA	LMB2-1.2_001078
LMB2-1.2_001079	NA	NA	NA	LMB2-1.2_001079
LMB2-1.2_001080	NA	NA	NA	LMB2-1.2_001080
LMB2-1.2_001081	NA	NA	NA	LMB2-1.2_001081
LMB2-1.2_001082	NA	NA	NA	LMB2-1.2_001082
LMB2-1.2_001083	NA	NA	NA	LMB2-1.2_001083
LMB2-1.2_001084	NA	NA	NA	LMB2-1.2_001084
LMB2-1.2_001085	NA	NA	NA	LMB2-1.2_001085
LMB2-1.2_001086	NA	NA	NA	LMB2-1.2_001086
LMB2-1.2_001087	NA	NA	NA	LMB2-1.2_001087
LMB2-1.2_001088	NA	NA	NA	LMB2-1.2_001088
LMB2-1.2_001089	NA	NA	NA	LMB2-1.2_001089
LMB2-1.2_001090	NA	NA	NA	LMB2-1.2_001090
LMB2-1.2_001091	NA	NA	NA	LMB2-1.2_001091
LMB2-1.2_001092	NA	NA	NA	LMB2-1.2_001092
LMB2-1.2_001093	NA	NA	NA	LMB2-1.2_001093
LMB2-1.2_001094	NA	NA	NA	LMB2-1.2_001094
LMB2-1.2_001095	NA	NA	NA	LMB2-1.2_001095
LMB2-1.2_001096	NA	NA	NA	LMB2-1.2_001096
LMB2-1.2_001097	NA	NA	NA	LMB2-1.2_001097
LMB2-1.2_001098	NA	NA	NA	LMB2-1.2_001098
LMB2-1.2_001099	NA	NA	NA	LMB2-1.2_001099
LMB2-1.2_001100	NA	NA	NA	LMB2-1.2_001100
LMB2-1.2_001101	NA	NA	NA	LMB2-1.2_001101
LMB2-1.2_001102	NA	NA	NA	LMB2-1.2_001102
LMB2-1.2_001103	NA	NA	NA	LMB2-1.2_001103
LMB2-1.2_001104	NA	NA	NA	LMB2-1.2_001104
LMB2-1.2_001105	NA	NA	NA	LMB2-1.2_001105
LMB2-1.2_001106	NA	NA	NA	LMB2-1.2_001106
LMB2-1.2_001107	NA	NA	NA	LMB2-1.2_001107
LMB2-1.2_001108	NA	NA	NA	LMB2-1.2_001108
LMB2-1.2_001109	NA	NA	NA	LMB2-1.2_001109
LMB2-1.2_001110	NA	NA	NA	LMB2-1.2_001110
LMB2-1.2_001111	NA	NA	NA	LMB2-1.2_001111
LMB2-1.2_001112	NA	NA	NA	LMB2-1.2_001112
LMB2-1.2_001113	NA	NA	NA	LMB2-1.2_001113
LMB2-1.2_001114	NA	NA	NA	LMB2-1.2_001114
LMB2-1.2_001115	NA	NA	NA	LMB2-1.2_001115
LMB2-1.2_001116	NA	NA	NA	LMB2-1.2_001116
LMB2-1.2_001117	NA	NA	NA	LMB2-1.2_001117
LMB2-1.2_001118	NA	NA	NA	LMB2-1.2_001118
LMB2-1.2_001119	NA	NA	NA	LMB2-1.2_001119
LMB2-1.2_001120	NA	NA	NA	LMB2-1.2_001120
LMB2-1.2_001121	NA	NA	NA	LMB2-1.2_001121
LMB2-1.2_001122	NA	NA	NA	LMB2-1.2_001122
LMB2-1.2_001123	NA	NA	NA	LMB2-1.2_001123
LMB2-1.2_001124	NA	NA	NA	LMB2-1.2_001124
LMB2-1.2_001125	NA	NA	NA	LMB2-1.2_001125
LMB2-1.2_001126	NA	NA	NA	LMB2-1.2_001126
LMB2-1.2_001127	NA	NA	NA	LMB2-1.2_001127
LMB2-1.2_001128	NA	NA	NA	LMB2-1.2_001128
LMB2-1.2_001129	NA	NA	NA	LMB2-1.2_001129
LMB2-1.2_001130	NA	NA	NA	LMB2-1.2_001130
LMB2-1.2_001131	NA	NA	NA	LMB2-1.2_001131
LMB2-1.2_001132	NA	NA	NA	LMB2-1.2_001132
LMB2-1.2_001133	NA	NA	NA	LMB2-1.2_001133
LMB2-1.2_001134	NA	NA	NA	LMB2-1.2_001134
LMB2-1.2_001135	NA	NA	NA	LMB2-1.2_001135
LMB2-1.2_001136	NA	NA	NA	LMB2-1.2_001136
LMB2-1.2_001137	NA	NA	NA	LMB2-1.2_001137
LMB2-1.2_001138	NA	NA	NA	LMB2-1.2_001138
LMB2-1.2_001139	NA	NA	NA	LMB2-1.2_001139
LMB2-1.2_001140	NA	NA	NA	LMB2-1.2_001140
LMB2-1.2_001141	NA	NA	NA	LMB2-1.2_001141
LMB2-1.2_001142	NA	NA	NA	LMB2-1.2_001142
LMB2-1.2_001143	NA	NA	NA	LMB2-1.2_001143
LMB2-1.2_001144	NA	NA	NA	LMB2-1.2_001144
LMB2-1.2_001145	NA	NA	NA	LMB2-1.2_001145
LMB2-1.2_001146	NA	NA	NA	LMB2-1.2_001146
LMB2-1.2_001147	NA	NA	NA	LMB2-1.2_001147
LMB2-1.2_001148	NA	NA	NA	LMB2-1.2_001148
LMB2-1.2_001149	NA	NA	NA	LMB2-1.2_001149
LMB2-1.2_001150	NA	NA	NA	LMB2-1.2_001150
LMB2-1.2_001151	NA	NA	NA	LMB2-1.2_001151
LMB2-1.2_001152	NA	NA	NA	LMB2-1.2_001152
LMB2-1.2_001153	NA	NA	NA	LMB2-1.2_001153
LMB2-1.2_001154	NA	NA	NA	LMB2-1.2_001154
LMB2-1.2_001155	NA	NA	NA	LMB2-1.2_001155
LMB2-1.2_001156	NA	NA	NA	LMB2-1.2_001156
LMB2-1.2_001157	NA	NA	NA	LMB2-1.2_001157
LMB2-1.2_001158	NA	NA	NA	LMB2-1.2_001158
LMB2-1.2_001159	NA	NA	NA	LMB2-1.2_001159
LMB2-1.2_001160	NA	NA	NA	LMB2-1.2_001160
LMB2-1.2_001161	NA	NA	NA	LMB2-1.2_001161
LMB2-1.2_001162	NA	NA	NA	LMB2-1.2_001162
LMB2-1.2_001163	NA	NA	NA	LMB2-1.2_001163
LMB2-1.2_001164	NA	NA	NA	LMB2-1.2_001164
LMB2-1.2_001165	NA	NA	NA	LMB2-1.2_001165
LMB2-1.2_001166	NA	NA	NA	LMB2-1.2_001166
LMB2-1.2_001167	NA	NA	NA	LMB2-1.2_001167
LMB2-1.2_001168	NA	NA	NA	LMB2-1.2_001168
LMB2-1.2_001169	NA	NA	NA	LMB2-1.2_001169
LMB2-1.2_001170	NA	NA	NA	LMB2-1.2_001170
LMB2-1.2_001171	NA	NA	NA	LMB2-1.2_001171
LMB2-1.2_001172	NA	NA	NA	LMB2-1.2_001172
LMB2-1.2_001173	NA	NA	NA	LMB2-1.2_001173
LMB2-1.2_001174	NA	NA	NA	LMB2-1.2_001174
LMB2-1.2_001175	NA	NA	NA	LMB2-1.2_001175
LMB2-1.2_001176	NA	NA	NA	LMB2-1.2_001176
LMB2-1.2_001177	NA	NA	NA	LMB2-1.2_001177
LMB2-1.2_001178	NA	NA	NA	LMB2-1.2_001178
LMB2-1.2_001179	NA	NA	NA	LMB2-1.2_001179
LMB2-1.2_001180	NA	NA	NA	LMB2-1.2_001180
LMB2-1.2_001181	NA	NA	NA	LMB2-1.2_001181
LMB2-1.2_001182	NA	NA	NA	LMB2-1.2_001182
LMB2-1.2_001183	NA	NA	NA	LMB2-1.2_001183
LMB2-1.2_001184	NA	NA	NA	LMB2-1.2_001184
LMB2-1.2_001185	NA	NA	NA	LMB2-1.2_001185
LMB2-1.2_001186	NA	NA	NA	LMB2-1.2_001186
LMB2-1.2_001187	NA	NA	NA	LMB2-1.2_001187
LMB2-1.2_001188	NA	NA	NA	LMB2-1.2_001188
LMB2-1.2_001189	NA	NA	NA	LMB2-1.2_001189
LMB2-1.2_001190	NA	NA	NA	LMB2-1.2_001190
LMB2-1.2_001191	NA	NA	NA	LMB2-1.2_001191
LMB2-1.2_001192	NA	NA	NA	LMB2-1.2_001192
LMB2-1.2_001193	NA	NA	NA	LMB2-1.2_001193
LMB2-1.2_001194	NA	NA	NA	LMB2-1.2_001194
LMB2-1.2_001195	NA	NA	NA	LMB2-1.2_001195
LMB2-1.2_001196	NA	NA	NA	LMB2-1.2_001196
LMB2-1.2_001197	NA	NA	NA	LMB2-1.2_001197
LMB2-1.2_001198	NA	NA	NA	LMB2-1.2_001198
LMB2-1.2_001199	NA	NA	NA	LMB2-1.2_001199
LMB2-1.2_001200	NA	NA	NA	LMB2-1.2_001200
LMB2-1.2_001201	NA	NA	NA	LMB2-1.2_001201
LMB2-1.2_001202	NA	NA	NA	LMB2-1.2_001202
LMB2-1.2_001203	NA	NA	NA	LMB2-1.2_001203
LMB2-1.2_001204	NA	NA	NA	LMB2-1.2_001204
LMB2-1.2_001205	NA	NA	NA	LMB2-1.2_001205
LMB2-1.2_001206	NA	NA	NA	LMB2-1.2_001206
LMB2-1.2_001207	NA	NA	NA	LMB2-1.2_001207
LMB2-1.2_001208	NA	NA	NA	LMB2-1.2_001208
LMB2-1.2_001209	NA	NA	NA	LMB2-1.2_001209
LMB2-1.2_001210	NA	NA	NA	LMB2-1.2_001210
LMB2-1.2_001211	NA	NA	NA	LMB2-1.2_001211
LMB2-1.2_001212	NA	NA	NA	LMB2-1.2_001212
LMB2-1.2_001213	NA	NA	NA	LMB2-1.2_001213
LMB2-1.2_001214	NA	NA	NA	LMB2-1.2_001214
LMB2-1.2_001215	NA	NA	NA	LMB2-1.2_001215
LMB2-1.2_001216	NA	NA	NA	LMB2-1.2_001216
LMB2-1.2_001217	NA	NA	NA	LMB2-1.2_001217
LMB2-1.2_001218	NA	NA	NA	LMB2-1.2_001218
LMB2-1.2_001219	NA	NA	NA	LMB2-1.2_001219
LMB2-1.2_001220	NA	NA	NA	LMB2-1.2_001220
LMB2-1.2_001221	NA	NA	NA	LMB2-1.2_001221
LMB2-1.2_001222	NA	NA	NA	LMB2-1.2_001222
LMB2-1.2_001223	NA	NA	NA	LMB2-1.2_001223
LMB2-1.2_001224	NA	NA	NA	LMB2-1.2_001224
LMB2-1.2_001225	NA	NA	NA	LMB2-1.2_001225
LMB2-1.2_001226	NA	NA	NA	LMB2-1.2_001226
LMB2-1.2_001227	NA	NA	NA	LMB2-1.2_001227
LMB2-1.2_001228	NA	NA	NA	LMB2-1.2_001228
LMB2-1.2_001229	NA	NA	NA	LMB2-1.2_001229
LMB2-1.2_001230	NA	NA	NA	LMB2-1.2_001230
LMB2-1.2_001231	NA	NA	NA	LMB2-1.2_001231
LMB2-1.2_001232	NA	NA	NA	LMB2-1.2_001232
LMB2-1.2_001233	NA	NA	NA	LMB2-1.2_001233
LMB2-1.2_001234	NA	NA	NA	LMB2-1.2_001234
LMB2-1.2_001235	NA	NA	NA	LMB2-1.2_001235
LMB2-1.2_001236	NA	NA	NA	LMB2-1.2_001236
LMB2-1.2_001237	NA	NA	NA	LMB2-1.2_001237
LMB2-1.2_001238	NA	NA	NA	LMB2-1.2_001238
LMB2-1.2_001239	NA	NA	NA	LMB2-1.2_001239
LMB2-1.2_001240	NA	NA	NA	LMB2-1.2_001240
LMB2-1.2_001241	NA	NA	NA	LMB2-1.2_001241
LMB2-1.2_001242	NA	NA	NA	LMB2-1.2_001242
LMB2-1.2_001243	NA	NA	NA	LMB2-1.2_001243
LMB2-1.2_001244	NA	NA	NA	LMB2-1.2_001244
LMB2-1.2_001245	NA	NA	NA	LMB2-1.2_001245
LMB2-1.2_001246	NA	NA	NA	LMB2-1.2_001246
LMB2-1.2_001247	NA	NA	NA	LMB2-1.2_001247
LMB2-1.2_001248	NA	NA	NA	LMB2-1.2_001248
LMB2-1.2_001249	NA	NA	NA	LMB2-1.2_001249
LMB2-1.2_001250	NA	NA	NA	LMB2-1.2_001250
LMB2-1.2_001251	NA	NA	NA	LMB2-1.2_001251
LMB2-1.2_001252	NA	NA	NA	LMB2-1.2_001252
LMB2-1.2_001253	NA	NA	NA	LMB2-1.2_001253
LMB2-1.2_001254	NA	NA	NA	LMB2-1.2_001254
LMB2-1.2_001255	NA	NA	NA	LMB2-1.2_001255
LMB2-1.2_001256	NA	NA	NA	LMB2-1.2_001256
LMB2-1.2_001257	NA	NA	NA	LMB2-1.2_001257
LMB2-1.2_001258	NA	NA	NA	LMB2-1.2_001258
LMB2-1.2_001259	NA	NA	NA	LMB2-1.2_001259
LMB2-1.2_001260	NA	NA	NA	LMB2-1.2_001260
LMB2-1.2_001261	NA	NA	NA	LMB2-1.2_001261
LMB2-1.2_001262	NA	NA	NA	LMB2-1.2_001262
LMB2-1.2_001263	NA	NA	NA	LMB2-1.2_001263
LMB2-1.2_001264	NA	NA	NA	LMB2-1.2_001264
LMB2-1.2_001265	NA	NA	NA	LMB2-1.2_001265
LMB2-1.2_001266	NA	NA	NA	LMB2-1.2_001266
LMB2-1.2_001267	NA	NA	NA	LMB2-1.2_001267
